Gender,Money,Recency,Frequency,Age,cat_Children,cat_Teen,cat_Cooking,cat_DIY,cat_Reference,cat_Art,Purchase_Secret_of_Italian_k,Purchase_Atlas_of_Italy,Purchase_Italian_Art,Buy
F,58,4,2,6,1,0,0,1,0,0,0,0,0,0
F,144,10,2,12,0,0,2,0,0,0,0,0,0,0
M,389,14,10,34,2,0,4,1,2,0,1,0,0,0
F,65,16,1,16,1,0,0,0,0,0,0,0,0,0
M,300,10,1,10,0,0,0,1,0,0,0,0,0,0
M,67,4,2,12,0,0,0,0,0,2,0,0,0,1
M,97,8,3,24,0,0,0,1,1,1,0,0,0,1
F,334,28,8,56,1,3,0,0,1,1,0,1,1,0
F,273,34,2,40,0,0,0,1,0,1,0,0,1,0
M,87,4,2,12,1,0,1,0,0,0,0,0,0,0
F,63,32,2,38,1,0,1,0,0,0,1,0,0,0
M,18,6,1,6,0,0,0,0,1,0,0,0,0,1
F,177,16,6,50,0,3,1,0,1,1,0,0,0,0
F,107,4,1,4,1,0,0,0,0,0,0,0,0,0
M,227,26,1,26,0,0,1,0,0,0,0,0,0,0
F,205,6,8,42,1,1,5,1,0,0,0,0,0,0
M,220,12,12,76,2,0,1,2,3,0,0,0,0,0
F,276,36,1,36,0,0,1,0,0,0,0,0,0,0
F,225,2,7,32,2,1,3,1,0,0,1,0,0,0
M,113,14,7,42,4,0,1,0,0,0,0,0,0,0
F,291,16,1,16,0,0,1,0,0,0,0,0,0,0
F,212,10,2,14,1,0,1,0,0,0,0,0,0,0
F,188,12,1,12,0,0,1,0,0,0,0,0,0,0
F,185,4,1,4,1,0,0,0,0,0,0,0,0,0
F,301,18,2,24,0,0,2,0,0,0,0,0,0,0
M,276,10,2,12,1,0,1,0,0,0,1,0,0,0
F,161,24,2,28,0,1,1,0,0,0,0,0,0,0
F,180,4,1,4,0,0,1,0,0,0,0,0,0,0
F,298,10,2,12,0,0,0,1,0,1,0,0,1,0
F,272,10,5,22,1,1,2,1,0,0,0,0,0,0
F,304,10,10,46,3,2,2,2,1,0,0,0,0,0
F,177,16,11,64,3,0,0,4,1,1,0,0,0,0
M,169,10,3,20,0,0,0,2,0,0,0,0,0,1
F,120,16,3,28,0,1,1,0,0,0,1,0,0,0
F,172,2,1,2,0,0,0,0,0,1,0,0,0,0
F,434,4,12,44,1,2,1,3,0,3,0,0,0,1
F,184,8,1,8,0,0,0,1,0,0,0,0,0,0
M,174,16,1,16,1,0,0,0,0,0,0,0,0,1
F,319,16,9,38,0,2,3,2,1,1,0,0,0,0
F,281,8,4,20,2,0,2,0,0,0,1,0,0,0
F,157,10,1,10,0,0,0,0,1,0,0,0,0,0
M,45,10,1,10,0,0,1,0,0,0,0,0,0,0
F,55,16,3,22,0,0,0,0,0,3,0,0,0,0
F,196,6,2,14,1,0,0,0,0,0,0,0,0,0
F,19,24,1,24,0,0,0,0,0,1,0,0,0,0
M,228,22,2,24,0,1,0,1,0,0,0,0,0,0
M,240,4,4,14,2,0,2,0,0,0,1,0,0,0
F,182,12,9,60,2,3,1,1,0,1,0,0,0,0
M,230,12,5,32,1,0,3,1,0,0,1,0,0,0
F,195,14,6,34,1,0,2,3,0,0,1,0,0,0
M,280,8,2,14,0,0,1,1,0,0,0,0,0,0
F,288,26,1,26,0,0,0,1,0,0,0,0,0,0
F,45,8,1,8,0,0,1,0,0,0,0,0,0,0
F,242,16,1,16,0,0,1,0,0,0,0,0,0,0
F,427,10,9,36,3,0,3,0,1,0,0,0,0,0
M,191,12,2,14,1,0,0,0,0,1,0,0,1,0
M,190,34,2,38,0,0,0,2,0,0,0,0,0,0
M,140,8,1,8,1,0,0,0,0,0,0,0,0,0
F,68,28,1,28,0,0,1,0,0,0,0,0,0,0
F,138,10,1,10,0,0,0,1,0,0,0,0,0,0
F,374,10,7,30,1,2,0,1,0,1,0,0,0,1
F,255,8,8,50,3,1,1,0,0,0,0,0,0,1
F,161,14,2,22,0,0,1,0,1,0,0,1,0,0
M,311,12,12,68,3,0,1,1,0,4,0,0,0,1
M,155,16,1,16,0,0,0,0,0,1,0,0,0,0
M,144,32,2,38,0,0,0,0,0,0,0,0,0,0
F,117,22,1,22,0,0,0,0,0,1,0,0,0,0
M,101,12,3,30,0,0,2,0,0,0,1,0,0,0
M,61,14,2,22,0,0,0,0,0,0,0,0,0,0
M,244,10,12,60,6,2,1,1,1,1,0,0,0,0
M,302,8,1,8,0,0,0,0,0,0,0,0,0,0
F,238,16,8,42,2,0,1,2,1,1,0,0,0,0
F,218,36,7,66,1,1,2,1,0,0,0,0,0,0
M,352,6,11,62,0,1,3,2,3,1,1,0,0,1
F,77,4,2,12,0,0,1,0,0,0,0,0,0,0
F,195,16,2,24,0,1,0,0,0,0,0,0,0,0
M,231,4,2,8,1,0,0,0,0,0,0,0,0,0
F,314,10,1,10,0,1,0,0,0,0,0,0,0,0
F,236,16,1,16,0,0,0,0,0,0,0,0,0,0
F,430,14,11,80,3,1,2,1,1,2,0,0,0,0
F,248,36,5,48,1,1,2,0,0,1,0,0,0,0
F,218,14,4,32,0,1,0,1,0,0,0,0,0,0
M,164,14,1,14,0,0,0,1,0,0,0,0,0,0
F,243,10,1,10,0,0,1,0,0,0,0,0,0,0
F,187,8,12,56,0,0,7,0,1,3,0,0,0,0
F,35,16,1,16,0,0,1,0,0,0,0,0,0,0
M,109,16,7,34,2,0,2,1,0,0,1,0,0,0
M,221,6,1,6,0,0,0,0,1,0,0,0,0,0
M,290,6,7,26,1,1,2,0,0,1,0,0,0,0
F,34,30,2,36,1,0,0,0,0,1,0,0,0,0
M,140,14,3,24,1,0,1,1,0,0,1,0,0,0
M,261,30,6,60,1,1,1,1,1,1,0,0,0,0
F,112,6,2,14,1,0,1,0,0,0,1,0,0,0
M,156,6,8,32,2,1,0,1,2,1,0,0,0,0
F,226,8,2,10,1,1,0,0,0,0,0,0,0,1
F,47,28,2,30,0,0,2,0,0,0,1,0,0,0
F,112,8,2,14,1,0,0,0,0,0,0,0,0,0
F,342,4,10,56,2,1,3,1,0,2,1,0,1,0
F,189,4,2,8,1,0,1,0,0,0,0,0,0,0
F,82,14,1,14,0,0,1,0,0,0,0,0,0,0
F,179,10,2,16,0,0,0,0,0,2,0,0,1,0
F,326,10,2,14,1,0,1,0,0,0,0,0,0,0
F,312,32,1,32,1,0,0,0,0,0,0,0,0,0
F,79,2,3,10,1,0,2,0,0,0,1,0,0,0
F,166,10,1,10,1,0,0,0,0,0,0,0,0,0
F,295,16,3,24,2,1,0,0,0,0,0,0,0,0
M,309,10,1,10,1,0,0,0,0,0,0,0,0,0
F,237,20,1,20,0,0,0,0,1,0,0,0,0,0
F,145,10,2,16,1,0,0,0,0,0,0,0,0,0
M,222,8,11,60,3,3,3,1,0,0,0,0,0,0
F,207,10,3,18,1,1,0,1,0,0,0,0,0,0
F,172,12,1,12,0,1,0,0,0,0,0,0,0,0
F,289,10,2,16,0,0,1,0,0,1,0,0,0,0
F,114,12,1,12,0,0,0,0,1,0,0,0,0,0
F,74,24,1,24,0,0,1,0,0,0,0,0,0,0
F,171,34,11,80,2,2,4,1,1,0,0,0,0,0
F,288,2,2,6,0,1,0,1,0,0,0,0,0,0
F,302,2,1,2,0,1,0,0,0,0,0,0,0,0
F,334,8,6,22,3,0,1,0,0,1,0,0,0,0
F,195,4,1,4,0,0,0,0,0,0,0,0,0,0
M,106,4,7,38,1,0,1,0,0,2,0,0,0,1
F,179,8,8,34,3,2,1,0,0,1,0,0,0,0
M,358,14,12,62,4,2,5,0,0,0,0,0,0,0
F,112,12,1,12,0,0,0,0,0,1,0,0,0,0
F,258,4,5,18,0,1,2,1,1,0,0,0,0,0
F,148,8,9,28,1,2,2,0,0,1,0,0,0,0
F,271,2,2,6,0,1,1,0,0,0,1,0,0,0
F,255,12,2,16,0,0,1,0,0,0,0,0,0,0
F,203,4,1,4,0,0,0,1,0,0,0,0,0,0
F,146,12,1,12,1,0,0,0,0,0,0,0,0,0
F,186,14,1,14,0,0,1,0,0,0,0,0,0,0
F,117,14,1,14,1,0,0,0,0,0,0,0,0,0
F,229,8,9,60,0,1,3,3,0,2,1,0,0,0
F,136,2,2,10,0,0,0,0,0,0,0,0,0,0
F,285,4,6,22,0,0,1,2,0,3,1,0,1,0
F,235,16,2,24,0,0,0,0,0,0,0,0,0,0
F,78,8,3,16,1,0,1,0,0,0,0,0,0,0
M,161,6,1,6,0,0,0,0,0,0,0,0,0,1
F,98,4,2,8,0,0,1,0,0,1,0,0,0,1
F,154,16,6,36,0,0,2,1,0,2,1,0,0,1
F,357,6,4,18,1,0,0,0,1,1,0,0,0,0
M,175,10,9,42,1,2,1,1,1,2,1,1,1,1
F,307,8,2,16,0,0,0,1,0,0,0,0,0,0
F,197,12,1,12,1,0,0,0,0,0,0,0,0,0
F,348,10,4,22,1,0,2,0,1,0,0,0,0,0
F,214,30,1,30,0,0,0,1,0,0,0,0,0,0
M,326,6,10,58,2,2,1,3,1,1,0,0,0,0
F,178,6,11,54,2,2,2,0,2,1,1,1,1,0
F,117,4,2,8,1,0,0,0,0,1,0,0,0,0
M,320,14,11,70,1,1,4,1,2,0,0,0,0,1
M,88,8,1,8,0,0,0,0,0,1,0,0,0,0
F,151,4,4,24,1,0,0,1,2,0,0,1,0,0
F,31,14,2,22,0,1,1,0,0,0,0,0,0,0
F,337,10,6,44,1,1,1,1,0,0,1,0,0,0
F,197,16,1,16,0,0,0,0,0,0,0,0,0,0
F,145,14,2,16,1,0,1,0,0,0,1,0,0,0
F,171,12,5,38,3,1,1,0,0,0,1,0,0,0
M,302,10,1,10,1,0,0,0,0,0,0,0,0,0
M,200,6,1,6,0,1,0,0,0,0,0,0,0,0
F,44,20,1,20,0,0,1,0,0,0,0,0,0,0
M,144,2,2,10,0,0,0,0,2,0,0,0,0,0
F,236,14,1,14,0,0,0,0,1,0,0,0,0,0
F,120,4,7,18,3,0,0,1,1,1,0,0,0,1
M,397,18,9,52,1,1,2,1,1,3,1,0,1,1
F,286,4,2,6,0,0,0,1,0,0,0,0,0,0
F,180,8,1,8,0,0,0,0,0,1,0,0,0,0
F,114,4,1,4,0,0,0,0,1,0,0,0,0,0
M,277,12,6,44,0,2,0,1,0,1,0,0,0,1
F,279,2,1,2,0,0,1,0,0,0,0,0,0,0
M,299,8,8,32,2,0,2,1,0,2,1,0,1,0
F,375,4,12,30,1,2,4,3,2,0,0,0,0,0
M,141,10,1,10,0,0,0,0,0,0,0,0,0,0
F,33,10,2,14,1,0,1,0,0,0,0,0,0,0
M,204,2,6,26,1,1,3,0,1,0,0,0,0,0
M,199,12,9,44,2,0,5,1,0,0,0,0,0,0
M,86,12,5,22,2,0,0,0,1,0,0,0,0,0
M,94,12,1,12,1,0,0,0,0,0,0,0,0,0
M,80,4,1,4,0,0,1,0,0,0,0,0,0,0
F,292,4,1,4,1,0,0,0,0,0,0,0,0,0
M,174,12,2,14,0,0,1,0,0,1,0,0,0,1
F,213,34,1,34,0,0,0,1,0,0,0,0,0,0
F,77,20,2,26,0,0,0,1,0,0,0,0,0,0
F,50,16,2,20,1,0,0,1,0,0,0,0,0,0
F,195,10,9,64,0,0,4,0,0,1,0,0,0,1
F,227,4,1,4,0,0,1,0,0,0,0,0,0,0
F,181,12,2,20,0,0,0,0,1,0,0,0,0,0
F,15,2,1,2,0,0,0,0,0,0,0,0,0,1
F,84,22,4,40,1,1,0,2,0,0,0,0,0,0
F,229,2,2,8,1,0,1,0,0,0,0,0,0,0
F,41,14,1,14,0,0,0,0,0,0,0,0,0,0
F,331,16,10,74,3,0,0,3,0,3,0,0,0,1
M,201,12,1,12,0,0,0,0,0,0,0,0,0,0
F,289,16,1,16,0,0,0,0,0,0,0,0,0,0
F,105,20,1,20,0,0,0,0,1,0,0,0,0,0
F,152,2,2,6,0,1,0,0,1,0,0,0,0,0
F,184,10,1,10,0,0,1,0,0,0,0,0,0,0
F,301,8,1,8,0,0,0,1,0,0,0,0,0,0
F,151,14,10,44,3,1,1,1,0,1,0,0,0,0
F,314,10,2,18,0,0,2,0,0,0,0,0,0,0
F,200,8,1,8,0,0,1,0,0,0,0,0,0,0
M,254,4,2,6,1,1,0,0,0,0,0,0,0,0
F,352,2,6,36,2,0,3,0,0,1,0,0,0,0
F,44,10,1,10,0,0,1,0,0,0,0,0,0,0
F,264,10,4,34,1,1,0,0,0,1,0,0,0,0
F,439,8,10,30,1,1,3,0,1,0,1,1,0,0
F,232,16,2,22,0,0,0,0,0,0,0,0,0,0
F,112,12,2,18,2,0,0,0,0,0,0,0,0,0
F,361,14,5,24,1,1,1,1,0,1,0,0,0,0
F,416,6,8,24,5,0,0,0,3,0,0,0,0,0
M,118,34,7,68,0,1,2,1,1,1,0,0,0,0
M,51,16,1,16,0,0,1,0,0,0,0,0,0,0
F,290,4,1,4,0,1,0,0,0,0,0,0,0,0
F,177,16,2,24,1,0,1,0,0,0,1,0,0,1
F,306,10,1,10,0,0,1,0,0,0,0,0,0,0
F,223,14,2,18,0,0,0,2,0,0,0,0,0,0
F,188,32,2,40,0,1,0,0,1,0,0,0,0,0
F,173,14,1,14,1,0,0,0,0,0,0,0,0,0
F,46,6,1,6,1,0,0,0,0,0,0,0,0,1
M,277,2,2,8,0,0,1,0,0,0,0,0,0,0
F,184,14,6,46,0,0,3,1,1,0,1,0,0,0
F,45,12,1,12,1,0,0,0,0,0,0,0,0,0
F,28,16,1,16,1,0,0,0,0,0,0,0,0,0
M,81,12,2,20,0,0,0,1,0,0,0,0,0,0
F,287,10,1,10,0,0,0,0,0,1,0,0,0,0
M,245,12,1,12,0,0,0,0,0,0,0,0,0,0
M,30,20,1,20,1,0,0,0,0,0,0,0,0,0
M,384,4,12,36,1,4,3,0,0,2,0,0,0,0
M,459,10,12,72,3,2,2,2,0,0,1,0,0,1
F,220,14,9,42,3,0,3,1,0,1,0,0,0,0
F,260,8,6,26,2,0,2,1,0,1,1,0,1,0
F,80,6,2,8,0,0,1,1,0,0,0,0,0,0
M,268,10,1,10,0,0,1,0,0,0,0,0,0,0
F,332,34,12,99,2,1,4,3,0,1,1,0,0,0
F,104,8,1,8,0,1,0,0,0,0,0,0,0,0
M,145,8,1,8,1,0,0,0,0,0,0,0,0,0
M,238,16,2,22,1,0,0,0,0,0,0,0,0,0
M,233,10,6,28,3,0,1,1,0,0,0,0,0,0
F,227,28,2,34,0,0,2,0,0,0,0,0,0,0
F,78,14,1,14,0,0,0,1,0,0,0,0,0,0
F,196,12,1,12,1,0,0,0,0,0,0,0,0,0
F,164,2,2,6,1,1,0,0,0,0,0,0,0,0
F,232,32,1,32,1,0,0,0,0,0,0,0,0,1
M,226,16,1,16,0,0,1,0,0,0,0,0,0,0
F,183,10,11,66,2,2,2,3,1,0,0,0,0,0
F,70,6,1,6,0,1,0,0,0,0,0,0,0,0
F,206,32,2,36,0,2,0,0,0,0,0,0,0,0
M,332,16,6,34,0,1,0,4,0,0,0,0,0,0
F,297,10,5,24,2,0,1,0,1,1,0,0,0,0
F,265,2,9,26,2,0,2,1,1,1,1,0,0,0
F,164,32,2,34,0,0,2,0,0,0,0,0,0,0
F,136,4,2,8,1,0,0,0,0,0,0,0,0,0
M,341,8,12,78,2,1,1,2,1,2,0,0,0,0
F,286,10,2,12,0,0,0,0,0,0,0,0,0,0
F,154,8,7,34,2,0,1,0,0,2,0,0,0,1
M,277,20,7,34,0,0,5,1,1,0,1,0,0,0
F,300,4,2,12,0,1,1,0,0,0,0,0,0,0
F,315,10,2,16,0,0,0,0,1,1,0,0,0,0
F,125,6,2,12,0,0,0,0,0,2,0,0,0,0
F,215,12,2,16,1,1,0,0,0,0,0,0,0,0
F,234,10,10,60,6,0,4,0,0,0,0,0,0,0
F,84,2,2,6,0,0,2,0,0,0,0,0,0,0
F,146,24,2,28,0,0,0,1,0,0,0,0,0,0
M,181,18,4,34,2,0,0,1,1,0,0,1,0,0
F,174,8,2,14,0,1,0,0,1,0,0,0,0,0
F,194,4,2,12,1,1,0,0,0,0,0,0,0,0
F,115,14,2,22,0,0,1,0,0,1,0,0,0,0
F,235,14,1,14,0,0,1,0,0,0,0,0,0,0
F,414,8,12,56,2,1,5,3,1,0,1,0,0,0
F,281,8,1,8,0,0,1,0,0,0,0,0,0,0
M,106,10,2,16,0,1,0,0,0,1,0,0,0,0
F,253,14,11,62,4,1,5,1,0,0,0,0,0,0
F,159,2,1,2,0,0,1,0,0,0,0,0,0,0
F,246,2,2,4,1,0,1,0,0,0,0,0,0,0
F,208,20,5,42,2,1,2,0,0,0,1,0,0,0
F,142,14,1,14,0,0,0,0,0,1,0,0,0,0
M,325,4,2,10,0,0,1,0,0,1,0,0,0,0
M,60,12,1,12,0,0,0,1,0,0,0,0,0,0
M,240,6,2,8,0,0,1,1,0,0,0,0,0,0
F,237,12,4,34,1,2,1,0,0,0,0,0,0,1
M,275,16,5,40,0,1,1,1,1,0,0,0,0,1
F,230,30,8,62,1,1,1,3,2,0,0,0,0,0
F,34,4,2,6,0,0,2,0,0,0,0,0,0,0
M,92,12,1,12,0,0,1,0,0,0,0,0,0,0
M,304,6,1,6,0,0,1,0,0,0,0,0,0,0
F,144,14,2,16,1,0,1,0,0,0,0,0,0,0
M,226,10,1,10,1,0,0,0,0,0,0,0,0,0
M,352,16,5,36,2,0,0,1,1,0,0,0,0,0
F,43,10,1,10,1,0,0,0,0,0,0,0,0,0
F,126,4,2,6,1,0,0,1,0,0,0,0,0,0
M,206,16,1,16,0,0,0,1,0,0,0,0,0,0
M,221,10,1,10,0,0,1,0,0,0,0,0,0,0
F,162,10,1,10,0,0,0,1,0,0,0,0,0,0
F,49,12,1,12,1,0,0,0,0,0,0,0,0,0
M,180,34,6,48,1,2,2,0,0,1,0,0,0,0
M,150,36,1,36,0,0,1,0,0,0,0,0,0,0
F,235,16,2,24,0,0,1,0,0,0,0,0,0,1
M,135,18,2,22,0,0,0,0,0,2,0,0,0,0
F,307,14,1,14,0,0,1,0,0,0,0,0,0,0
M,179,10,1,10,0,0,1,0,0,0,0,0,0,0
F,287,12,1,12,0,0,0,1,0,0,0,0,0,0
F,237,8,1,8,0,0,1,0,0,0,0,0,0,0
F,168,16,2,20,0,1,0,0,0,0,0,0,0,0
F,203,24,3,38,0,0,2,0,1,0,0,0,0,0
F,328,14,2,22,0,0,1,0,1,0,0,0,0,0
F,358,10,8,48,0,3,2,0,0,2,1,0,1,0
F,67,16,1,16,0,0,0,1,0,0,0,0,0,0
F,140,12,1,12,1,0,0,0,0,0,0,0,0,0
F,330,26,6,44,3,0,1,1,0,1,0,0,0,0
F,428,18,10,58,4,0,1,1,0,3,0,0,0,0
F,134,34,2,38,1,0,1,0,0,0,0,0,0,0
F,117,16,2,18,0,0,1,1,0,0,0,0,0,0
F,351,12,9,64,3,0,3,0,0,1,0,0,0,0
M,54,26,2,32,1,0,1,0,0,0,0,0,0,0
F,312,30,2,32,0,0,1,0,0,0,0,0,0,0
F,65,28,2,36,0,0,0,1,0,1,0,0,0,0
F,268,18,1,18,0,1,0,0,0,0,0,0,0,0
F,344,6,8,42,1,1,3,1,1,0,1,0,0,0
F,325,14,4,28,0,0,1,2,0,1,0,0,0,0
F,23,16,1,16,1,0,0,0,0,0,0,0,0,0
F,152,24,2,26,0,1,1,0,0,0,0,0,0,0
F,206,10,1,10,0,0,0,0,0,1,0,0,0,0
F,133,6,2,10,1,0,1,0,0,0,0,0,0,0
M,93,12,1,12,0,0,0,0,0,0,0,0,0,0
F,251,18,5,38,2,2,1,0,0,0,0,0,0,0
M,284,12,2,18,1,0,0,0,0,1,0,0,0,1
M,306,10,3,24,0,0,0,1,0,0,0,0,0,0
M,306,6,6,24,0,0,3,0,2,1,0,0,0,1
M,268,16,2,22,0,0,0,1,0,1,0,0,0,0
F,213,12,8,32,2,2,1,1,2,0,0,0,0,0
F,268,16,12,62,3,2,1,3,1,1,0,0,0,0
F,203,14,2,18,0,1,0,0,1,0,0,0,0,0
F,110,20,1,20,0,0,0,0,0,1,0,0,0,0
F,53,2,2,8,1,0,1,0,0,0,1,0,0,0
M,82,12,4,20,0,0,1,0,2,1,0,0,0,0
F,257,14,8,48,1,2,2,2,0,0,1,0,0,0
F,171,12,1,12,0,1,0,0,0,0,0,0,0,0
F,267,22,1,22,0,0,0,0,0,0,0,0,0,0
M,271,16,10,40,0,1,5,1,2,0,0,0,0,0
F,117,14,3,32,0,1,1,0,0,1,0,0,0,0
F,66,8,1,8,0,0,0,0,0,1,0,0,0,0
F,248,12,9,30,2,1,4,1,0,0,0,0,0,0
M,141,16,1,16,0,0,0,0,1,0,0,0,0,0
M,166,32,1,32,1,0,0,0,0,0,0,0,0,0
M,134,6,2,10,0,0,0,1,1,0,0,0,0,0
F,156,8,2,12,1,0,1,0,0,0,1,0,0,0
M,208,14,2,18,1,0,0,0,1,0,0,0,0,0
M,241,12,9,36,2,1,1,1,2,0,0,0,0,0
F,145,16,2,18,0,1,1,0,0,0,1,0,0,0
F,285,12,2,20,0,0,1,0,0,0,0,0,0,0
F,82,2,1,2,0,1,0,0,0,0,0,0,0,0
M,344,14,11,50,3,2,1,3,1,1,1,1,1,0
M,369,6,9,48,0,1,2,3,1,2,1,0,0,0
F,197,22,1,22,0,0,0,0,0,1,0,0,0,0
M,460,8,12,40,4,2,1,2,1,0,0,0,0,0
F,159,12,9,34,4,0,3,0,2,0,0,0,0,0
F,354,16,8,62,3,0,0,2,2,0,0,0,0,0
F,287,20,10,42,3,2,1,2,1,1,0,0,0,0
M,97,16,4,34,0,1,2,0,0,1,1,0,0,0
F,96,4,4,16,1,1,1,0,0,1,1,0,1,0
F,99,34,3,42,1,0,0,0,0,0,0,0,0,0
F,395,8,8,34,3,2,0,0,2,0,0,0,0,0
F,125,28,1,28,0,1,0,0,0,0,0,0,0,0
F,246,32,1,32,0,0,0,0,0,0,0,0,0,0
M,394,8,7,40,0,0,2,1,1,1,1,0,0,0
M,192,16,2,20,0,0,0,0,2,0,0,0,0,1
F,309,12,2,18,1,0,0,1,0,0,0,0,0,0
M,242,16,2,20,0,0,1,0,0,1,0,0,0,0
F,251,22,1,22,0,0,1,0,0,0,0,0,0,0
M,159,34,2,38,1,0,1,0,0,0,0,0,0,0
F,451,8,11,62,3,1,0,4,1,1,0,0,0,0
F,212,4,7,38,1,0,2,0,1,1,0,0,0,1
M,222,6,8,42,3,1,1,2,0,1,0,0,0,0
M,136,12,1,12,1,0,0,0,0,0,0,0,0,0
M,268,14,2,20,0,0,1,0,0,1,0,0,0,0
F,133,20,6,36,2,0,1,1,1,1,0,0,0,0
F,427,6,12,62,1,1,5,3,2,0,0,0,0,0
F,359,30,11,62,2,0,5,1,0,2,0,0,0,0
F,78,14,1,14,0,0,0,1,0,0,0,0,0,0
M,319,18,2,24,0,0,1,1,0,0,0,0,0,0
F,187,12,1,12,0,0,1,0,0,0,0,0,0,0
F,363,4,7,20,1,1,2,2,0,1,0,0,0,0
F,127,30,1,30,0,0,0,0,0,1,0,0,0,0
M,159,26,1,26,0,0,0,0,0,0,0,0,0,0
F,71,14,1,14,0,0,1,0,0,0,0,0,0,0
F,122,2,6,28,2,1,1,0,0,1,0,0,0,0
F,86,12,1,12,0,0,0,0,0,1,0,0,0,0
F,425,26,9,72,2,1,3,0,3,0,0,0,0,0
F,310,12,1,12,0,0,0,0,0,1,0,0,0,0
M,103,2,3,20,1,1,0,0,0,0,0,0,0,1
F,131,14,2,20,0,1,1,0,0,0,0,0,0,0
F,141,16,6,48,2,0,1,2,0,0,0,0,0,0
M,166,2,2,6,0,0,1,0,1,0,0,0,0,0
M,328,6,12,64,0,1,7,2,1,0,0,0,0,0
M,258,4,1,4,1,0,0,0,0,0,0,0,0,0
F,123,12,4,26,2,0,0,0,0,1,0,0,0,0
F,304,2,12,36,1,0,7,2,0,1,0,0,0,0
F,254,30,11,78,2,1,5,1,1,1,0,0,0,0
F,34,24,1,24,0,0,0,0,0,1,0,0,0,0
M,336,10,4,32,3,0,0,1,0,0,0,0,0,1
F,114,10,2,16,1,0,0,0,0,1,0,0,0,0
M,146,22,1,22,0,0,0,0,0,0,0,0,0,0
M,121,2,2,8,2,0,0,0,0,0,0,0,0,0
M,186,16,1,16,0,1,0,0,0,0,0,0,0,0
F,42,2,1,2,0,0,0,0,1,0,0,0,0,0
F,306,26,2,28,0,0,1,1,0,0,0,0,0,0
F,343,18,7,32,0,2,3,1,0,0,0,0,0,0
F,264,22,11,54,2,1,4,1,1,1,0,0,0,0
F,319,6,2,14,0,0,0,1,0,0,0,0,0,0
M,297,20,1,20,0,0,0,0,0,1,0,0,0,0
F,278,12,2,16,1,0,0,0,0,0,0,0,0,0
F,108,16,2,20,0,0,1,0,0,0,0,0,0,0
F,220,8,4,22,0,0,1,1,0,1,0,0,0,0
F,391,14,9,62,2,3,3,0,1,0,1,1,0,0
F,369,16,12,84,2,0,0,3,3,1,0,0,0,0
M,212,4,1,4,0,0,0,1,0,0,0,0,0,0
F,181,14,2,22,0,0,1,0,0,1,0,0,1,0
F,353,10,4,26,1,1,1,0,0,0,0,0,0,0
M,132,12,2,16,0,0,2,0,0,0,1,0,0,0
F,356,2,5,14,1,0,2,0,0,1,0,0,0,0
F,302,16,8,62,2,3,2,0,0,0,0,0,0,0
M,188,12,2,18,0,0,1,1,0,0,0,0,0,0
M,137,6,1,6,1,0,0,0,0,0,0,0,0,0
M,416,10,9,50,2,0,0,1,1,4,0,0,0,1
M,238,14,2,22,1,0,0,0,0,1,0,0,0,0
F,292,2,6,36,1,1,1,2,1,0,0,0,0,0
F,168,12,3,24,3,0,0,0,0,0,0,0,0,0
M,214,36,7,64,1,0,3,2,0,1,1,0,1,0
M,400,12,8,46,3,0,1,1,1,0,1,1,0,0
M,141,12,5,28,1,0,2,0,0,1,0,0,0,0
F,201,2,2,4,0,0,0,0,1,0,0,0,0,0
F,233,16,2,24,0,0,0,1,0,0,0,0,0,0
M,54,18,1,18,0,1,0,0,0,0,0,0,0,0
M,283,8,1,8,0,1,0,0,0,0,0,0,0,0
M,177,2,1,2,0,0,1,0,0,0,0,0,0,0
F,203,14,1,14,0,1,0,0,0,0,0,0,0,0
F,266,20,1,20,0,0,0,0,0,1,0,0,0,0
F,306,10,6,26,0,0,3,0,0,3,0,0,0,1
F,121,4,1,4,0,0,1,0,0,0,0,0,0,0
F,167,6,7,34,2,0,2,0,0,1,1,0,0,0
F,131,10,1,10,0,0,0,1,0,0,0,0,0,0
M,137,6,2,8,1,0,1,0,0,0,0,0,0,0
M,265,26,3,42,0,0,3,0,0,0,0,0,0,0
F,49,12,2,18,0,1,1,0,0,0,0,0,0,0
M,107,4,2,10,0,0,0,2,0,0,0,0,0,0
F,188,30,1,30,1,0,0,0,0,0,0,0,0,0
F,321,6,2,12,0,0,1,0,1,0,0,0,0,0
F,52,16,2,22,1,0,1,0,0,0,0,0,0,0
M,97,10,2,18,0,2,0,0,0,0,0,0,0,0
M,362,12,11,50,2,0,5,1,1,1,0,0,0,0
F,65,4,2,10,0,0,1,0,0,0,0,0,0,0
F,260,14,8,38,2,1,1,3,0,0,0,0,0,0
F,95,16,1,16,1,0,0,0,0,0,0,0,0,0
F,70,14,4,30,2,0,0,0,2,0,0,0,0,1
F,271,14,3,22,0,1,1,0,0,0,1,0,0,0
F,266,10,1,10,0,0,1,0,0,0,0,0,0,0
M,356,24,10,64,1,1,3,2,1,1,0,0,0,0
F,343,32,11,70,1,1,4,1,1,1,0,0,0,0
M,272,8,11,32,1,2,4,0,2,2,0,0,0,0
F,275,10,1,10,0,0,0,1,0,0,0,0,0,0
F,43,18,1,18,1,0,0,0,0,0,0,0,0,0
M,198,34,1,34,1,0,0,0,0,0,0,0,0,0
F,269,20,3,36,2,1,0,0,0,0,0,0,0,0
F,317,2,9,40,3,2,1,2,0,0,0,0,0,0
